Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Treatment,Medium Value,264.9566246,414.8651782,,81.16547444,Yes
Treatment,High Value,171.5813417,268.0067988,98.86382809,100,Yes
Treatment,Medium Value,169.4933403,259.7639966,79.17647949,73.92144865,Yes
,Medium Value,239.6485474,364.3687706,61.72186894,62.61857273,No
Control,,229.1828823,273.5473706,72.03605023,73.92144865,No
Treatment,High Value,168.6628047,257.4485392,,100,Yes
Control,High Value,259.8447255,,,100,No
Treatment,High Value,242.9709534,359.0109201,99.84545742,,Yes
Treatment,Low Value,,429.5029193,52.45930749,73.70672386,No
Treatment,Medium Value,202.335363,,72.51769393,63.46433276,No
Treatment,Low Value,263.7088345,410.2402504,55.81764007,51.6511411,No
Control,High Value,320.2721191,393.8547922,68.99653717,,No
Control,Low Value,159.5647526,184.4723402,64.40475307,76,No
Treatment,Medium Value,252.3550702,382.9980853,82.27441688,,
Control,Medium Value,118.8143496,136.6222214,28.70552355,29.07842079,No
,High Value,231.8082723,375.0316258,100,100,No
Treatment,High Value,251.1539298,385.3361486,98.14193328,100,No
Control,Low Value,161.7306377,205.7494235,58.77073038,59.27614905,No
Control,,151.0249057,173.2874546,,,Yes
Treatment,,203.8462203,316.8969556,55.6008437,58.61955391,No
Treatment,Medium Value,280.1226748,418.4315543,,72.94249708,No
Control,,205.7042208,246.5097164,88.83354244,98.742033,Yes
Treatment,Medium Value,216.2709985,337.4079268,61.49685326,67.5988275,Yes
Control,,264.995196,316.2639222,84.19814542,,Yes
Treatment,Medium Value,147.8919417,217.3591111,67.76697553,53.21923391,Yes
Treatment,,224.4158274,,,62.07681594,
,Medium Value,307.050449,355.6326728,57.30040894,55.03719604,Yes
Control,,200.7987205,235.6608149,53.50608417,52.09510817,No
Control,Medium Value,,127.1885935,51.58031231,59.51805392,No
Treatment,Low Value,195.7108628,309.9000166,,50.99473432,Yes
Treatment,Low Value,225.270769,353.5586391,51.54098706,,Yes
Treatment,,203.4922461,,58.85612442,76,Yes
Treatment,,257.0649294,418.9121332,73.57474611,,
Control,Low Value,209.5503059,248.1860566,66.18366439,55.26097813,Yes
,Low Value,,226.2142732,69.19347622,,No
Treatment,Medium Value,182.5975096,269.0810744,75.6971084,100,No
Treatment,Low Value,184.2571345,283.5995156,44.22560655,,Yes
Control,Low Value,219.7478376,252.7595172,,39.86302732,Yes
,High Value,179.7107838,286.2460257,90.56292847,90.48857065,Yes
Treatment,Medium Value,320.5975943,496.8392909,63.12831403,75.89212023,Yes
Control,High Value,108.1318485,134.4942535,100,100,No
Treatment,High Value,148.4393378,228.3350072,88.120619,90.73977424,Yes
Treatment,High Value,272.8546691,398.720548,97.77817067,90.66932659,No
Control,Low Value,223.3620859,272.8326093,53.04377922,63.32377143,No
Treatment,High Value,,370.363139,,,No
Treatment,High Value,,447.2912104,82.75456009,,
Treatment,Medium Value,,403.0207073,58.48025821,75.92689635,No
Control,Medium Value,220.2424773,259.4839353,68.05641167,84.59750519,No
Treatment,Medium Value,214.1522867,333.4586822,71.91748934,92.47599357,No
,Medium Value,,104.3287486,74.93896752,68.06583422,No
Control,High Value,231.5498407,273.2085091,88.70342926,86.43947298,No
,Medium Value,213.4757203,243.429432,67.62021649,,No
Treatment,Low Value,,,41.24414086,44.1695497,Yes
Treatment,High Value,193.9827639,295.9091959,,100,Yes
,,221.1133867,345.3492533,57.75322176,,
,,311.6047937,487.4527515,97.00951361,100,Yes
Control,Medium Value,242.5018135,285.8851258,84.16900696,92.99596075,Yes
Treatment,High Value,,374.0188125,100,100,Yes
Control,Medium Value,271.0846805,328.7886559,80.64618843,91.8126713,Yes
Control,Low Value,165.0845326,198.5648574,,61.74244304,No
Treatment,Medium Value,302.2176924,461.1179114,,71.89831576,No
Treatment,,271.8396768,404.6770035,73.38038335,86.15367356,No
Control,High Value,149.6599595,187.4626489,91.0441764,64.67497869,Yes
Control,,171.7302139,207.0304918,49.21638723,,Yes
Treatment,,131.3394509,207.4827936,82.99117227,,Yes
,Low Value,,259.6515438,59.28665957,63.81008272,No
Treatment,High Value,271.656036,425.2128439,89.20704984,100,No
,High Value,209.2597096,312.2642089,,81.88235722,Yes
Control,Low Value,244.5106872,295.7348959,76,73.12181713,
Control,High Value,242.5807733,285.8908904,85.92339198,,No
Treatment,High Value,389.1499935,589.7166669,99.46828498,100,Yes
,Low Value,145.9436896,172.5933456,60.69389896,55.76504755,Yes
Treatment,,256.5660436,399.2642215,67.80158529,78.48185931,No
Treatment,Low Value,177.8748054,277.2059598,49.74330492,45.62032325,
Treatment,High Value,202.2823463,310.3387314,70.58701369,83.37011838,No
Control,Medium Value,222.1313638,250.1665684,74.45658171,83.79485033,No
,,237.0254217,376.3152698,,59.32045193,No
Treatment,Medium Value,226.4802962,,,,
Treatment,,228.4403805,352.1528028,65.20537584,70.47069941,Yes
Treatment,Medium Value,241.0543523,381.1280635,76.87317388,92.4917464,Yes
Treatment,Medium Value,282.3007727,424.7801974,71.51699215,,No
Treatment,Medium Value,156.968401,236.8032468,67.67777014,,Yes
Treatment,High Value,162.0365831,255.9420491,86.48864454,89.97860576,Yes
Treatment,,198.407182,320.4824804,45.15185608,50.08166563,Yes
,Low Value,166.3097,251.4979239,51.3866245,49.95643742,No
Treatment,High Value,284.5714999,422.6504663,100,82.21745455,No
Treatment,,174.5752367,273.0027609,68.97160797,,Yes
Control,High Value,206.4002226,252.6238554,100,100,Yes
Treatment,High Value,224.8030909,329.5109362,82.95126548,,
Treatment,Medium Value,308.1506205,474.4054587,73.12327273,75.66864162,Yes
Treatment,,324.4430789,509.9154633,78.86403139,,No
Control,Low Value,203.8462203,243.7668889,60.21798544,62.6975444,No
,Medium Value,106.6336239,148.6059016,68.68221789,60.68359518,Yes
Control,High Value,202.9642649,237.4743911,82.71489435,,Yes
Treatment,High Value,240.0052183,364.3020075,,100,Yes
,,215.8682033,323.4641294,74.39637233,72.26671806,No
Control,Low Value,,248.7006141,52.21531532,47.47922341,No
Treatment,High Value,,450.41887,100,100,Yes
Control,Medium Value,197.7610877,244.3510174,68.76690548,76.23828029,No
,,202.814856,226.3857671,57.959838,71.3216497,Yes
Treatment,Low Value,218.5326336,340.067636,,53.15029901,No
Treatment,High Value,248.3909163,374.7954881,88.60406792,85.89056649,Yes
Treatment,,279.7332779,420.3685931,100,100,Yes
Treatment,Low Value,127.4916384,192.2755371,45.60003139,,No
Control,Low Value,208.1317845,247.7365988,73.25973713,,Yes
Control,Low Value,209.3218216,,50.27348222,61.0316572,Yes
Treatment,Medium Value,210.0621929,320.4008303,73.95088169,,Yes
Control,,210.5485066,248.2040799,94.33871152,100,Yes
Control,Low Value,216.3870928,258.3898793,53.48878942,,No
Treatment,High Value,258.1237571,406.9664621,100,100,Yes
,,238.0226018,279.899402,100,100,
,High Value,223.4184253,264.3860885,79.62729724,92.21966602,Yes
Treatment,,,268.6134143,48.40021313,39.19462708,Yes
Control,Medium Value,180.7172167,223.4909449,79.44160203,79.74706927,Yes
Treatment,Low Value,180.3111057,280.100315,,,
Control,High Value,184.4505259,219.5585221,,81.45166138,Yes
Treatment,Low Value,97.57300813,147.2532013,26.96537185,32.98168634,No
,Low Value,217.9144224,258.0449971,,71.53574283,Yes
Control,High Value,,317.2277287,76.32054544,72.13867618,No
Treatment,High Value,244.9404926,372.665131,94.28954065,100,Yes
Treatment,Low Value,,298.7226216,54.73590537,58.44181168,No
Treatment,Low Value,,311.6217321,51.53979375,59.28979871,No
Treatment,Low Value,237.1870456,364.1511852,,44.09167418,Yes
Control,,189.5428206,231.7319742,53.62913049,53.14448172,Yes
Control,,255.3660274,304.8755325,91.88662758,95.77598349,Yes
Control,Low Value,218.1534979,251.6797903,52.04545512,59.86821766,
Treatment,Medium Value,184.4918242,270.0253275,69.68474313,61.10970837,No
Control,High Value,287.0600058,346.4823695,85.83858926,77.62969238,Yes
Control,,114.7899632,128.2338801,76.92420545,83.21249532,Yes
,High Value,307.8980399,477.0120859,100,100,
Treatment,Medium Value,164.2881781,,,82.42767862,No
Control,High Value,218.2093205,259.2753043,,84.99682411,No
,Low Value,230.7853223,366.692569,52.93872641,47.407149,No
Control,,,238.9777695,66.87788341,72.70534194,Yes
Control,Medium Value,,276.812589,69.64272402,,
Treatment,High Value,,431.8527623,100,100,No
Control,High Value,,401.9077142,76.74557854,81.67572671,No
Treatment,Medium Value,209.7391848,328.3969687,77.1776017,78.34384087,No
Treatment,High Value,251.386869,394.5689783,94.80841917,100,No
Control,Low Value,209.7139397,239.4778806,58.77025293,52.39382063,No
Control,Medium Value,212.9302614,246.7765085,,99.76896901,Yes
,,147.2458144,174.2585901,39.72086126,46.06110256,No
Treatment,Medium Value,168.3398829,262.0918956,78.05083087,99.41544838,Yes
Control,Low Value,201.9506036,231.9881581,53.93561937,57.27425089,Yes
,Medium Value,246.8722473,375.5078744,66.65330394,94.50014704,No
Treatment,High Value,,487.9814052,100,100,No
Control,Medium Value,,250.7270739,81.47016541,87.63744579,Yes
Treatment,Low Value,271.4089393,421.5515809,48.3676364,56.80448508,No
Control,Medium Value,167.0043053,195.4297412,69.09918416,81.3684251,Yes
Control,Low Value,205.298107,,63.0316777,59.40546761,Yes
Control,Low Value,182.7343615,213.6189799,55.20777015,47.44928315,No
Control,Low Value,139.5512289,169.4548786,45.27933468,43.25484847,Yes
Control,High Value,153.4265909,185.8990609,100,100,Yes
Control,Medium Value,202.2333958,233.4032469,69.65622458,73.92144865,No
Control,Low Value,,215.7039937,,57.68696213,No
Treatment,High Value,,305.1993177,96.05884997,,No
Control,Low Value,229.395688,272.5062573,,52.65860699,No
Treatment,Medium Value,198.3906799,295.9154321,84.79046859,69.32205506,No
,High Value,182.7839607,294.2840852,79.59288044,96.00714582,Yes
Treatment,,,312.5888982,55.33194969,67.5718747,No
Control,Low Value,170.6742759,202.243502,50.04957861,57.96942069,No
Treatment,Low Value,268.2972897,410.8257833,61.88527452,64.11335304,No
Treatment,Medium Value,208.5361565,337.4745651,78.33890133,83.89500652,Yes
Control,High Value,195.7341274,233.9934067,90.57354573,100,Yes
Control,High Value,331.4500025,407.1040004,70.91250509,66.67062668,No
Treatment,,286.4788808,442.5056587,96.14440823,92.25570561,Yes
Control,,199.0837191,236.2936909,56.20503498,54.83794949,Yes
Control,High Value,195.5033876,235.8515958,,,Yes
Control,Low Value,,265.6380114,55.78044184,76,
Control,Medium Value,140.2357184,165.932174,,84.33584873,
Treatment,High Value,290.0296689,450.0763842,91.10712861,82.95021878,Yes
Control,Low Value,216.6106323,261.1640328,,,No
Control,High Value,296.8129282,346.5722084,,,No
Control,,,141.3646922,100,100,No
Treatment,Medium Value,,260.9594984,58.86658145,74.62895122,Yes
Treatment,High Value,,289.6385255,,100,No
Control,Medium Value,164.3847332,193.4002128,78.18425092,74.83655723,Yes
,High Value,264.6916115,309.5286573,81.96147437,,No
Treatment,High Value,224.5802149,357.3006506,,100,No
Control,High Value,200.3395822,,87.76762434,84.35194151,No
Control,High Value,182.1547479,222.1943494,100,100,Yes
Treatment,High Value,107.5189874,173.5040619,44.20262178,,No
,High Value,,353.8948636,66.85810577,83.39971225,No
Control,Medium Value,218.5982283,262.4515899,71.00239623,65.16193189,Yes
Treatment,,,393.9451739,81.18299204,99.72691803,Yes
Treatment,Low Value,311.8474873,491.4726973,64.15298812,70.49453894,Yes
,High Value,,287.000976,85.19388635,,No
Treatment,Medium Value,148.2956551,221.6913841,76.451555,,No
Control,High Value,234.9414932,280.4941452,100,100,
Control,High Value,345.2613545,407.5244967,95.87933026,100,No
Control,Medium Value,287.2006601,346.3568608,93.75937082,,Yes
Treatment,High Value,199.1811728,311.8176715,100,,Yes
Treatment,Medium Value,194.8885102,,65.95647673,64.38194505,Yes
Control,Medium Value,260.4043137,299.8541283,69.76405454,83.08075924,Yes
,Low Value,217.8921191,248.2962394,66.0807662,68.81988954,No
Treatment,Low Value,234.7701219,363.0714918,,53.70054406,No
Treatment,Low Value,189.8577397,293.0342781,,,Yes
Treatment,Low Value,221.2392984,350.0515809,69.0762645,,Yes
Control,High Value,,251.9149267,100,,Yes
Treatment,,315.5861311,478.2805226,94.39767818,100,Yes
Treatment,Low Value,,194.8264065,43.70017807,44.32432307,Yes
Control,Medium Value,,166.7157652,68.60797279,69.17049432,No
Control,,195.185262,227.2837071,77.25790394,79.10465909,Yes
Control,Medium Value,190.8357644,217.8906974,,,Yes
Treatment,,,219.2655404,96.81934879,78.33115983,No
Control,High Value,143.2568619,167.7891669,86.43146916,83.252385,No
Control,Medium Value,270.6095666,316.5962821,85.76596695,100,Yes
Control,,,,70.59777663,76.81082914,No
Control,,,218.2713326,55.94066121,56.45929984,No
,Medium Value,224.0872805,325.469556,,84.86792357,No
Control,High Value,322.6397957,378.1008788,83.52466226,93.32763087,Yes
Treatment,Medium Value,223.6363281,339.9878619,68.65025785,90.11419031,
Treatment,Medium Value,218.7987275,320.0315765,,77.61777716,Yes
Treatment,High Value,208.8482672,332.3833948,,83.15239008,No
Control,Low Value,,274.4698631,52.22637056,44.56045572,Yes
Treatment,High Value,240.5455991,368.0283044,99.0051398,,Yes
Control,Low Value,279.6238633,,65.62065494,76,No
Control,Medium Value,,,88.2614721,100,No
Control,Low Value,241.6030584,283.8114842,46.46677129,42.82411301,No
Treatment,Low Value,161.8863455,236.5943884,48.93410101,,Yes
,Low Value,166.6682036,189.507321,64.1004022,76,Yes
Control,Medium Value,116.4927858,132.5613832,64.69532827,75.58948239,
,Low Value,232.911455,270.6422165,,50.59416311,No
Treatment,Low Value,195.3426811,295.3804434,44.41945909,53.25222535,No
Treatment,,,361.4616773,79.57080944,97.57288635,Yes
,,330.1860762,521.9015147,90.34043018,94.61422003,Yes
Control,High Value,199.8476887,,,100,No
Treatment,High Value,203.8462203,316.8969556,,100,Yes
Control,Medium Value,,218.6449989,81.761354,98.9959119,No
Control,Medium Value,,132.7224882,82.37530398,87.13899619,No
Treatment,High Value,231.8568487,356.2379471,,66.29978931,Yes
Control,Low Value,243.338297,281.7946544,,66.91156813,No
,High Value,245.3471733,381.6475167,,89.16079393,No
Control,Medium Value,134.1689904,161.9711337,,80.88386858,No
Treatment,,189.222492,292.1122603,59.25793736,72.43764433,No
,Low Value,205.2685713,239.8104504,51.93181722,60.0504765,No
Control,Medium Value,265.1641346,301.9707242,74.30730632,,Yes
Control,Low Value,228.198634,275.0035504,50.94500534,,No
Control,High Value,225.1347813,264.4026996,,88.11742135,No
Control,Medium Value,202.0237789,233.6592288,76.58744771,81.46076667,Yes
Treatment,Medium Value,257.5132013,391.5843203,58.61759054,56.45147613,No
Control,,188.5799766,224.0066087,75.50303829,88.39221872,
Treatment,,258.5650734,388.4274162,84.01471062,99.87446845,No
Treatment,Low Value,172.3283419,267.2122711,,,Yes
Treatment,Medium Value,302.1283024,464.1099415,59.1187997,,Yes
Control,,232.5664398,,59.21363475,47.69585084,Yes
Control,Low Value,,127.3931249,58.41204816,56.41754978,No
Control,,251.7950632,300.3100793,74.08940813,71.74926395,Yes
,,,305.876006,53.68174195,57.0745063,Yes
,Low Value,225.0601398,262.9353526,35.03419181,32.68291151,Yes
Control,Medium Value,,402.7665147,,,Yes
,High Value,226.6540864,346.9466103,100,,
Treatment,Medium Value,149.065014,237.0251684,76.30154062,83.46072111,
,High Value,298.7104239,,100,100,Yes
Treatment,,127.0725966,188.8213595,62.00834553,49.08671479,No
,High Value,191.5499676,291.0019792,94.45004926,,
Treatment,Medium Value,218.9316767,337.4993156,55.76105526,,Yes
Control,Medium Value,174.8067949,200.8085977,73.33868931,71.03272974,No
,,237.6314279,370.3370983,92.17290621,92.09524111,No
Control,,218.1665055,268.9693439,63.28390022,91.84648804,No
Control,,320.6144392,372.4721919,,100,
Control,,,,,73.29575294,No
Treatment,High Value,243.5726054,,95.83821972,94.66516506,No
Control,High Value,192.9093666,222.4710414,82.29560855,82.90143511,Yes
Treatment,High Value,210.6386612,319.59711,95.6941031,100,No
Treatment,High Value,279.8443818,425.6204536,88.80215045,94.27924672,No
Control,Low Value,218.7880399,262.502166,70.1768348,76,No
Treatment,Low Value,211.0811311,324.9703995,49.85851854,44.87486719,Yes
Control,Low Value,142.6255719,166.5023693,49.43489554,54.63611685,No
Control,High Value,312.3324539,372.8119283,,82.06934958,
Treatment,Low Value,155.8461062,241.4356795,52.06814191,40.32203997,Yes
Control,,284.9209496,337.7940931,73.69271235,76.89982648,No
Control,Low Value,171.4587308,207.6944531,67.61376625,76,No
Control,High Value,,354.3962681,,92.18794609,No
Treatment,Medium Value,229.1443291,369.1382837,74.05860749,74.5350263,Yes
,High Value,144.8796208,163.3049433,84.38177612,61.01999231,No
Treatment,Medium Value,,284.3820495,66.64341644,57.03197216,No
Treatment,,332.6185602,,89.395602,95.16974357,
Control,High Value,282.9996038,341.3721885,,90.84052054,Yes
Control,Medium Value,197.766849,231.2564779,89.67987887,92.70978254,No
Treatment,Low Value,253.7315419,385.2636526,52.28705506,68.86847369,No
Treatment,Medium Value,237.6940643,365.6676966,70.46159745,76.76193357,Yes
Control,Medium Value,300.6145499,355.2102105,54.68521138,,Yes
,Medium Value,216.6950073,254.8946968,76.40625284,71.40713769,No
Treatment,Medium Value,206.097341,310.1237668,73.83358457,53.55736759,Yes
Treatment,,,412.3377079,79.06758465,90.63071867,Yes
Treatment,,255.6191282,401.4741997,93.87375469,,Yes
,High Value,275.3494607,435.0215474,68.35257088,92.59889297,No
,Low Value,155.5254731,236.7842814,67.28322199,62.42497122,Yes
Control,Low Value,256.881425,298.6577994,56.15089614,57.64078216,No
Treatment,Medium Value,,404.6260151,,77.2515825,No
,Low Value,,,67.68653414,73.92144865,
Control,Low Value,137.5538204,166.439697,50.82811677,47.15768998,No
Control,Medium Value,157.5133145,186.0877135,59.2242797,,Yes
Treatment,High Value,204.440571,311.5348217,,95.084041,No
Treatment,High Value,240.8105703,377.7671316,90.89865026,100,Yes
,Low Value,134.3858395,159.9515422,53.95168656,49.43523196,Yes
Treatment,High Value,278.7384532,407.7427493,100,100,No
Treatment,High Value,208.1443967,312.7000111,95.63933554,100,Yes
,Low Value,256.4406265,303.9162191,,44.37448626,Yes
Treatment,,203.8462203,316.8969556,65.88328711,81.32776275,Yes
Control,Low Value,168.3516004,207.542382,49.38031434,55.2123391,Yes
Control,,,174.3654989,51.14816533,67.3622974,No
Control,Low Value,234.7887945,271.1511216,49.51806316,60.94334151,
,Medium Value,229.729053,272.5901561,59.9423001,70.24063864,No
Treatment,Medium Value,238.4625412,371.8643596,73.15508754,74.35882981,Yes
Control,Medium Value,282.0257399,,67.46521293,57.13424107,No
,Medium Value,214.1886571,333.0995342,59.75320171,48.8612878,No
Treatment,Low Value,146.5488482,219.2027691,66.55435303,76,No
Treatment,High Value,162.3209566,242.3448425,,100,No
Treatment,,,286.7759621,69.893556,,Yes
Treatment,Medium Value,196.7547618,290.8645626,,88.60958948,Yes
Control,,294.8146066,346.0005533,84.69957577,91.40731172,Yes
Control,Low Value,258.8134577,313.2449068,68.69002081,73.57089992,Yes
Control,High Value,321.5027931,384.6840231,,100,Yes
Control,,,227.8091041,65.06636175,70.95724101,Yes
Treatment,High Value,191.02132,289.8224067,86.98241657,,No
Control,High Value,138.9796709,165.2645923,95.61426497,100,No
,Medium Value,219.6068163,333.6511789,69.94569223,78.25994233,Yes
Treatment,High Value,298.8940447,453.5686577,100,100,Yes
Control,Low Value,163.0937939,195.0759718,59.02345559,70.03243172,Yes
Control,High Value,157.1429359,180.3780501,100,100,No
Control,Low Value,284.8451493,332.3488631,59.11662212,67.88031063,Yes
Control,High Value,199.8566196,,,97.96787315,Yes
Treatment,,236.4547209,351.2860896,71.34693065,83.5098189,Yes
Treatment,Medium Value,188.7677648,292.4267936,,70.945532,Yes
Control,Medium Value,164.1674495,195.5304839,94.96876984,,Yes
Treatment,Low Value,232.3737492,348.6288254,,,Yes
Treatment,Medium Value,130.7568691,189.1095701,72.72977742,80.15911556,Yes
Treatment,Medium Value,275.8603431,435.6025942,87.10484258,,No
Control,Medium Value,242.7280381,291.1297843,71.95930658,85.18910479,Yes
Treatment,,199.7679866,310.3658087,73.01421755,71.10209966,No
Control,Medium Value,217.0753594,257.8581816,74.05861843,73.93655705,Yes
Control,Low Value,221.6498453,266.3615211,50.87237461,48.44020488,Yes
Treatment,Low Value,170.7541117,266.8731122,46.92283269,57.03460874,No
,Medium Value,223.7232057,337.4431248,76.83521045,65.74140414,No
Control,,178.2212954,208.7420956,71.684838,68.24875124,Yes
Treatment,Low Value,97.76641776,144.7393534,53.04387661,41.51797962,No
,High Value,,440.2775168,99.73827031,95.92255422,No
,Low Value,303.1203101,361.1170179,52.91490204,57.67943587,Yes
Control,High Value,,330.906301,98.32461827,100,No
Control,Medium Value,214.6356033,255.3187012,58.57350416,,No
Control,Medium Value,195.0213022,230.2973604,58.0057234,51.38116533,Yes
Treatment,Low Value,,289.3254372,43.78895472,45.2759276,Yes
Treatment,,202.5948775,317.4970387,70.4455028,,Yes
Control,,259.3025708,315.0680169,73.73577505,76.83710122,No
Control,High Value,100.7332673,117.9145713,100,100,Yes
Control,,87.33795307,112.5967573,,,Yes
Treatment,High Value,,439.6809851,,90.23028771,No
Control,,186.7884975,232.1649057,,75.15590612,Yes
Treatment,Low Value,161.9044078,248.565079,48.49681587,58.49307127,No
Control,High Value,184.5467146,232.425424,100,100,No
Control,High Value,,244.7107745,87.85855873,100,No
Control,High Value,217.0267595,249.1721926,90.59285909,,No
,High Value,325.7316775,494.1418647,,100,Yes
Treatment,High Value,178.2592316,269.8385259,79.38528095,97.4990727,No
Treatment,High Value,280.4287458,429.1190426,99.9114415,,No
Control,High Value,277.4117813,330.8514414,83.01034373,87.50880634,Yes
Treatment,Medium Value,209.2644231,335.3522665,,73.10061641,No
Treatment,Low Value,234.7900575,,36.0043774,45.14896572,
Control,Low Value,218.6839886,253.3132872,57.53907997,57.85412335,No
Control,High Value,175.2196563,208.8861299,,100,Yes
Treatment,,,316.8969556,,42.98737264,No
Treatment,High Value,264.2720433,403.5551884,91.4531038,,Yes
Treatment,,185.184266,282.2799361,,64.98562999,Yes
Treatment,Low Value,230.9860314,,43.56789616,51.68404679,No
Control,Low Value,247.1968035,285.9373584,67.43135166,76,Yes
Control,Medium Value,223.9555601,265.3949716,83.5738775,95.13710324,No
Control,Medium Value,188.2316551,232.6222429,79.65002313,74.8167883,No
,Medium Value,184.7098278,,84.33721322,84.93578239,No
Treatment,Low Value,,266.2544562,51.5704457,51.83296852,Yes
Control,,173.6174362,190.8204954,56.10866269,,Yes
Control,Medium Value,254.1887958,303.1170138,67.34452313,73.26080211,No
Treatment,Medium Value,185.0933597,288.2421704,,94.8433573,
Treatment,Medium Value,,325.9366442,82.05921723,90.89766395,No
Control,Medium Value,259.7052745,,72.29266608,73.49623461,Yes
Control,Medium Value,,239.5447505,56.96034932,61.14402949,No
Control,High Value,214.7507045,264.5977855,95.33473953,100,No
Treatment,Medium Value,258.8296833,397.663328,66.67067547,68.29984345,No
Treatment,High Value,297.5143064,453.945001,100,100,Yes
Treatment,Low Value,201.5606462,313.3834789,68.22015354,75.62588199,Yes
Treatment,Low Value,278.6096335,426.4111415,63.20556605,61.28821152,Yes
Treatment,High Value,257.6567359,,88.79870186,,No
,Medium Value,266.9884184,407.5114221,74.61161697,79.31298468,Yes
Control,Low Value,288.5067663,344.0124902,54.01262645,50.81762569,Yes
Control,Medium Value,196.6491286,240.0854347,62.54907574,74.24634055,Yes
Treatment,,195.2132222,285.0372008,65.06133932,60.65306671,Yes
Control,High Value,289.0914917,345.4549746,88.1323416,100,Yes
Treatment,,188.9929369,296.2753003,53.0533762,52.93538059,No
Control,Low Value,149.2077924,,,49.20616714,Yes
Treatment,High Value,218.622236,341.0150743,,84.56014318,Yes
Control,Medium Value,148.8238127,183.3406641,71.5885211,73.35115031,No
,Medium Value,221.1374713,267.2258562,49.10455932,52.72139057,
Treatment,Low Value,,325.7977796,53.511796,57.24548412,No
Treatment,High Value,301.6727963,473.3983795,59.51593937,90.18979145,Yes
Control,,312.9360665,372.3084819,,79.23443738,No
Control,,201.560669,242.7667446,,67.13444114,Yes
Treatment,Medium Value,323.4127464,489.4660575,71.1573466,64.78423584,No
Control,,175.1975767,204.7509108,81.64969504,63.56229626,Yes
Treatment,Low Value,131.2901811,204.5632987,50.07775161,52.44658528,
Treatment,Medium Value,160.0898594,243.6387083,94.44950765,100,Yes
Control,High Value,177.1475015,,,69.41212062,No
Treatment,High Value,288.3811494,456.0600186,100,,No
Control,High Value,335.0295591,395.8891481,96.27884672,100,Yes
Control,Low Value,273.5684126,329.6484577,56.48524598,72.5550785,
,Medium Value,136.0209423,198.9063467,83.57200068,95.6748962,Yes
Control,Medium Value,261.9234439,315.0570928,67.41417503,63.7982501,No
,,301.6901772,452.5326678,70.88567151,64.40166588,
Treatment,,240.6969001,372.3282045,,,No
Treatment,Medium Value,191.4027382,294.8244329,47.31422359,66.10602456,Yes
Control,,232.574771,285.7428775,70.70438674,88.80989091,Yes
Treatment,Medium Value,172.9922742,260.9159355,,,No
Control,Medium Value,132.3495959,142.668442,29.77038413,20.15239645,Yes
Treatment,Low Value,131.7897284,204.7925101,43.9737249,54.06320789,No
Treatment,High Value,285.9047707,,,100,Yes
Treatment,High Value,205.2997957,315.2183704,85.84140535,99.483829,Yes
Control,Medium Value,239.88948,279.915424,87.101456,89.53765413,
Control,,198.2550853,232.7395789,65.89179282,74.87444774,No
Treatment,,197.8966797,,87.41663318,81.86808203,Yes
Treatment,Low Value,241.9953058,,58.7679097,62.7304223,Yes
Control,Medium Value,297.860025,355.8770858,81.7644775,76.27086078,No
Control,,164.0594644,192.5622837,49.85273434,61.58610663,Yes
Control,Medium Value,228.0947434,262.7922931,72.17045817,83.5454547,Yes
Treatment,Medium Value,167.1779172,251.3268806,,85.06489841,No
Control,High Value,216.1851528,258.4502138,,82.29839611,No
Treatment,Medium Value,178.2153027,270.7377917,,,
Control,,130.7491966,155.7953339,51.26811473,60.9826801,No
Treatment,High Value,302.0282777,457.9130468,100,100,No
Treatment,Low Value,202.9472692,315.9831519,61.14102617,76,No
Treatment,High Value,207.9472138,316.7368215,73.04201815,69.46902772,
Control,Low Value,,223.7635572,55.63565733,56.50867786,Yes
Control,High Value,310.63659,370.4550672,100,100,No
Control,,242.5493102,285.3293111,,53.27518643,Yes
Treatment,Low Value,225.1120411,344.0770412,58.50987608,,No
Treatment,Medium Value,195.2447891,298.321278,80.24536856,66.76486263,No
,High Value,236.2044827,283.7808936,68.42202439,71.33089435,Yes
Treatment,High Value,177.5290979,286.5506823,81.6011895,84.10403655,Yes
Treatment,Medium Value,214.0119044,322.5163182,67.05268083,81.86827139,No
Treatment,Low Value,,389.2780329,,68.76268202,No
Control,Low Value,242.4795903,286.022475,50.24375981,,No
Treatment,,216.5943598,331.4269215,94.38565139,100,No
Control,Low Value,,280.7229859,51.61884554,56.0906336,
Control,High Value,275.3056197,323.0437543,70.0134075,,No
,High Value,227.0119602,265.7273579,56.45516226,,No
Control,Low Value,229.0678965,281.7252022,49.40685973,,
Control,Low Value,257.3230265,305.7645775,54.90421402,54.22307385,Yes
Treatment,,230.9305152,359.2762732,54.73932992,66.69195723,No
Control,Medium Value,,209.3819472,61.46244659,57.1056123,No
Control,,223.9018996,276.4959384,100,100,No
,Low Value,211.994075,249.9334314,51.6095486,66.40902101,No
Treatment,,192.0596917,288.3921738,82.51682049,85.90792629,Yes
Treatment,Low Value,269.4038369,408.0286459,61.53138951,76,No
Treatment,High Value,,392.6779165,100,100,Yes
,Medium Value,202.3308147,,77.99681954,67.64303774,Yes
Control,High Value,,234.434292,70.24902619,92.52487916,No
Control,Low Value,173.9708753,,53.09178784,67.88576982,No
